REPORT_DAT,PSA,WARD,NEIGHBORHOOD_CLUSTER,CENSUS_TRACT,VOTING_PRECINCT,CCN,XBLOCK,YBLOCK,START_DATE,END_DATE
764760,101,2,8,5800, 129,16093174,397700,136885,759360,759600
759060,102,6,8,4702, 18,16092923,398186,137185,736800,738480
757740,107,6,26,7000, 90,16093108,400514,135109,753900,754380
757740,102,6,8,4701, 1,16093128,398477,137319,2332860,2336400
753660,107,6,25,8100, 85,16093019,400734,136259,743400,745920
735780,106,6,26,7000, 90,16092818,400383,134605,709200,724500
725280,105,6,9,6400, 127,16092769,398943,133729,682200,715200
715680,107,6,26,6600, 89,16092726,400233,135528,675000,712800
708720,103,6,8,5900, 1,16092709,398815,136650,701700,705300
702000,103,6,8,4701, 1,16092704,399161,137532,699000,702000
691080,106,6,26,6500, 130,16092598,399488,135159,684540,684720
689580,106,6,26,7000, 90,16092606,400232,134826,658800,684900
676920,101,2,8,5800, 129,16092259,397654,136801,547200,587700
675300,107,6,26,6600, 89,16092480,400231,135453,671400,673800
675000,102,2,8,5800, 143,16092451,398315,137001,464400,669600
674040,105,6,9,10200, 142,16092435,398272,134773,665280,673260
670320,108,6,26,6801, 87,16092388,401745,135773,639900,670320
670020,103,6,8,4701, 1,16092318,398790,137252,661800,666900
666540,102,2,8,5800, 129,16092364,398098,137070,380400,380700
665340,104,6,25,8402, 82,16092330,401135,136927,660600,662400
662340,106,6,26,7000, 90,16092316,400232,134826,648000,660000
654600,103,6,8,4701, 1,16092211,399213,137372,644400,649800
654420,107,6,26,6500, 89,16092237,399994,135300,648900,650400
652560,102,6,8,4702, 18,16092194,398186,137185,647400,648000
649740,103,6,8,4702, 1,16092188,398984,137184,2242800,2268000
640680,102,6,8,4701, 1,16092074,398508,137407,597720,633420
639300,105,6,9,6400, 127,16092092,398943,133729,590400,636600
629040,107,6,26,8302, 85,16091412,400406,136019,401400,543600
627660,102,6,8,4702, 18,16091467,398186,137185,554400,558360
611580,103,6,0,6202, 130,16091970,399272,136594,603300,603600
597120,102,6,8,4702, 18,16091873,398186,137185,593100,593400
593220,107,6,26,7000, 90,16091637,400488,134987,574080,575580
592380,106,6,27,7200, 131,16091777,399949,134459,566700,576000
590700,108,6,26,6700, 88,16091814,401055,135450,549900,585000
589980,103,6,8,4701, 1,16091819,399213,137372,324000,327600
589860,101,2,8,5800, 129,16091538,397833,136884,226560,227460
584580,108,6,25,8001, 81,16091758,401170,136698,576600,576900
581880,104,6,25,8402, 82,16091676,401097,136784,575400,581880
581040,108,6,25,8002, 86,16091710,401581,136154,198000,502200
576660,105,6,9,11000, 127,16091647,398476,134192,559800,563400
575820,104,6,25,8302, 83,16091615,400233,136927,567000,574260
570240,103,6,8,4702, 1,16091592,399078,136928,568560,569640
566280,104,6,25,10600, 83,16091439,399950,137118,493200,542700
563520,106,6,26,7000, 90,16091518,400383,134605,320400,541800
548700,103,6,8,4701, 1,16091409,398597,137252,315000,544200
546720,108,6,26,7100, 91,16091389,401506,134591,313200,540000
546360,107,6,26,6700, 89,16091384,400489,135354,403200,546360
545100,104,6,25,8410, 82,16091388,400735,137228,511200,542700
524580,108,6,26,6801, 87,16091324,401897,135367,515820,516000
511980,102,2,8,5800, 129,16091251,398186,137001,322200,329400
506100,101,2,8,5800, 129,16091175,397609,136611,493200,498900
505740,106,6,27,7200, 131,16091206,399622,134352,503400,504000
487860,105,6,9,10200, 142,16091044,397921,135525,472500,485400
459960,105,6,9,11000, 127,16090891,398747,134091,424800,452700
446520,107,6,25,8302, 85,16090864,400437,136362,445440,446460
441060,107,6,25,8100, 85,16090785,400489,136425,436800,437100
436680,105,6,9,10500, 128,16090768,398764,134508,432780,436620
436260,103,6,0,6202, 130,16090750,399272,136594,378000,433800
427680,106,6,27,7200, 131,16090685,399533,134508,417600,426000
424800,102,6,8,4701, 1,16090667,398358,137251,411300,419400
416580,106,6,27,7200, 131,16090583,399622,134352,414900,415200
414840,105,6,9,10500, 128,16090571,398682,135190,1929600,1962000
414300,108,6,26,6801, 87,16090558,401745,135773,406800,410400
411780,103,6,8,4702, 1,16090507,399078,136928,408600,411780
411180,101,2,8,5800, 129,16090536,397496,136610,409140,409260
409320,103,6,8,4701, 1,16090519,399030,137469,405000,405900
407160,107,6,26,7000, 90,16090408,400331,134906,1865280,397560
405720,104,6,25,8302, 83,16090482,400233,136927,402840,405720
401040,108,6,26,6700, 88,16090423,401135,135527,2556900,324000
397560,105,6,9,6400, 127,16090383,399213,133731,1450800,397560
397200,106,6,27,7200, 131,16090334,399650,134411,384660,389640
396540,105,6,9,6400, 127,16090376,399213,133731,154800,396540
395640,107,6,25,8402, 82,16089739,400790,136582,302400,306000
394860,105,6,9,6400, 127,16090378,399213,133731,1083600,394860
382680,103,6,8,4702, 1,16090290,398640,137185,373920,374040
377520,103,6,8,4702, 1,16090261,399078,136928,373920,
377220,102,2,8,5800, 129,16090262,397919,136402,370800,372900
375480,103,6,25,10600, 83,16090255,399351,137425,324000,367200
354660,102,2,8,5800, 143,16090119,398315,137001,344580,346860
344580,105,6,9,10200, 142,16090095,398469,134448,335220,335760
342660,105,6,9,6400, 127,16090073,399075,134190,336660,336840
338700,101,2,8,5800, 129,16090063,397700,136611,336240,336720
336540,101,2,8,5800, 129,16090026,397834,136610,315000,336540
333600,105,6,9,10200, 142,16090012,398065,134426,2737800,333660
331020,104,6,25,10600, 83,16089999,400089,137531,111600,154800
329700,104,6,25,8301, 84,16089912,399996,136784,316800,318600
328800,107,6,26,6500, 89,16089828,400232,135255,309600,310500
327420,103,6,8,4701, 1,16089960,398597,137252,317700,325500
324780,104,6,25,8301, 84,16089808,399950,136696,310500,313200
312600,107,6,26,6500, 89,16089766,400232,135255,309060,310200
303780,101,2,8,5800, 129,16089695,397328,136474,287100,297900
296700,103,6,25,10600, 83,16089608,399351,137531,228600,280800
290280,108,6,26,6900, 87,16089593,401257,135354,230400,286200
280020,107,6,26,7000, 90,16088950,400436,135043,206520,209160
277080,107,6,25,8100, 85,16089463,400846,136542,234000,248400
270720,103,5,21,4600, 19,16089498,399214.79,137753.75,256500,257400
255060,104,6,25,8402, 82,16089378,400930,136927,248400,251400
249840,101,2,8,5800, 129,16089267,397835,136718,136800,240600
246360,102,2,8,5800, 129,16089297,398054,136733,226800,238560
246120,105,6,9,10500, 128,16089214,398682,134716,231180,234360
244560,101,2,8,5800, 129,16089202,397496,136610,219600,221400
241620,102,2,8,5800, 143,16089310,398185,136475,226500,238800
239040,101,2,8,5800, 129,16089223,397654,136665,228060,228480
238680,107,6,26,7000, 90,16089275,400088,134987,224760,237000
237840,107,6,26,7000, 90,16089259,400383,134987,234900,235200
232500,108,6,26,6900, 91,16089154,401090,135279,203400,219300
231120,104,6,25,8402, 82,16089166,400489,136927,228360,230580
228420,107,6,25,8002, 86,16089138,400931,136105,219600,226800
227280,106,6,26,7100, 91,16089107,400930,134551,224100,225300
226440,102,2,8,5800, 129,16401072,398098,137070,2727600,2734200
224700,101,2,0,6202, 129,16089087,397380,136406,218700,224160
212220,103,6,25,10600, 83,16088951,399351,137425,142200,194400
210420,104,6,25,8402, 82,16087723,400515,136609,2722980,2726580
208260,107,6,26,7000, 90,16087689,399886,134826,2722740,2722800
205620,108,6,26,8002, 86,16401050,401480,135898,2210400,2232000
199320,108,6,26,8002, 86,16087668,401172,135943,2557800,2710800
171300,104,6,25,10600, 83,16088729,400332,136990,165180,165540
171060,106,6,27,7200, 131,16088731,400474,134315,2728800,160200
168780,101,2,8,5800, 129,16088732,397833,136884,158400,163800
165420,107,6,26,6700, 88,16088600,400589,135773,129600,150300
161460,102,2,8,5900, 143,16088658,398508,136963,158100,159780
159000,103,6,8,4702, 1,16088630,399078,136928,153420,153720
157680,104,6,25,10600, 83,16088635,399756,137184,648000,153000
150060,101,2,8,5800, 129,16088533,397654,136665,144600,147720
143040,101,2,8,5800, 129,16088418,397700,136611,137100,
142140,102,2,8,5800, 143,16088426,398008,136402,2296800,2298600
137460,107,6,26,6600, 89,16401046,400088,135773,946800,962400
132480,104,6,25,8301, 84,16401048,399823,136400,1962000,1965660
97500,102,2,8,5800, 143,16088061,398186,136327,2358000,2756700
92100,103,2,8,5900, 143,16088113,398651,136899,1778400,2750400
2763360,103,6,8,4702, 1,16088083,399078,136928,2760000,2760900
2760360,106,6,27,7200, 131,16088051,399489,134459,2756880,2760300
2757900,105,6,9,10500, 128,16088042,399144,134605,2755320,2757600
2753940,101,2,8,5800, 129,16087804,397700,136885,2722140,2722320
2749200,103,6,8,4702, 1,16087864,399119,137184,2738640,2739180
2748960,101,2,8,5800, 129,16087725,397835,136718,2728740,2731140
2747760,104,6,25,10600, 83,16087820,399950,137616,2315760,2747700
2747340,103,2,8,5900, 143,16087911,398639,136475,993600,1000800
2746620,102,2,8,5900, 143,16087898,398508,136963,2741400,2741700
2742060,105,6,9,6400, 127,16087771,398943,133997,2731800,2741460
2741640,102,2,8,5800, 129,16087795,398099,136943,2728800,2739600
2741520,106,6,26,7100, 91,16087783,400930,134605,2731860,2732400
2733480,101,2,8,5800, 129,16087747,397654,136665,2728200,2728680
2732520,102,2,8,5900, 143,16087686,398319,136303,2720700,2722500
2729160,107,6,26,7000, 90,16087699,400436,135043,2727300,2727600
2716680,103,6,8,5900, 1,16087483,398815,136650,2700960,2701140
2715780,108,6,26,7100, 91,16087564,401356,134668,2394000,2710800
2715600,107,6,26,6900, 91,16087538,400846,134967,2710080,2710260
2714160,105,6,9,6400, 127,16087544,398943,133729,2668500,2710800
2709120,101,2,8,5800, 129,16087494,397654,136543,2699100,2700300
2704740,108,6,26,6801, 87,16087482,401897,135773,2584800,2618460
2700420,104,6,25,8410, 82,16087472,400638,137220,2695800,2696400
2688420,102,2,8,5800, 129,16087426,398185,136884,2685420,2688420
2677320,102,2,8,5800, 129,16087341,398185,136884,2674800,2677200
2676720,105,6,9,10200, 142,16087337,398185,135222,2633400,2656800
2669820,104,6,25,8410, 83,16087275,400541,137118,2631600,2669400
2665860,101,2,8,5800, 129,16087257,397497,136718,2662200,2662680
2665560,105,6,9,10200, 142,16087242,397559,135293,2635200,2663400
2661180,102,2,8,5800, 143,16087086,398185,136475,2640600,2645100
2660640,105,6,9,10500, 128,16087195,398975,134605,2660400,2660580
2658300,103,6,8,4702, 1,16087157,399078,136928,2655000,2655600
2652900,103,6,8,5900, 1,16087110,399029,136400,2642400,2650500
2651640,102,2,8,5800, 129,16087074,398186,137106,2622600,2644200
2644500,107,6,26,7000, 90,16087011,400435,134906,2593200,2594100
2644320,102,2,8,5800, 129,16086576,397919,137069,2546100,2562000
2641980,101,6,9,10200, 142,16086995,397921,135525,2629800,2638800
2636160,103,6,8,5900, 1,16086931,398945,136400,2421000,2628900
2633040,106,6,26,7000, 90,16086908,400435,134715,2588400,2591940
2608260,102,6,8,4701, 18,16086818,398187,137264,2595600,2606400
2592120,106,6,27,7200, 131,16086715,399491,134192,2538000,2539800
2590200,102,6,8,4701, 1,16086710,398358,137251,2570400,2590140
2584860,102,2,8,5800, 129,16086569,397919,137069,2548800,2556000
2582520,101,2,8,5800, 129,16086488,397833,136884,2558760,2559600
2575500,108,6,26,6700, 88,16086490,401135,135527,2546400,2560500
2575380,107,6,26,7000, 90,16086611,400232,135079,2296800,2569320
2568300,104,6,25,8402, 82,16086557,400637,136855,830940,1957620
2565720,105,6,9,10200, 142,16086509,398469,134448,2559600,2560500
2558940,103,6,25,10600, 83,16086421,399489,137372,2548200,2557200
2557440,101,2,8,5800, 129,16086429,397497,136718,2549100,2549400
2555340,106,6,27,7200, 131,16086438,399888,134117,2505600,2538000
2553420,102,2,8,5900, 143,16086300,398477,136329,2527500,2527800
2549640,105,6,9,11000, 127,16086366,398423,134091,2386800,2545200
2548200,107,6,25,8100, 85,16086379,400734,136259,2473200,2535300
2546160,104,6,25,8301, 83,16086305,399886,136928,2528400,2528700
2542740,103,6,8,4702, 1,16086344,399078,136928,2537100,2541000
2538780,106,6,27,7200, 131,16086323,399743,134459,2507400,2534400
2527920,106,6,27,7200, 131,16086289,399953,134056,2498400,2527860
2520780,103,6,8,4701, 1,16086191,399213,137251,2498400,2514180
2516760,102,2,8,5800, 143,16086199,398315,136717,2511900,2516700
2512320,105,6,9,6400, 127,16086103,398943,133729,2473200,2501100
2501640,105,6,9,10500, 128,16086076,398809,134827,2496900,2497500
2496120,103,6,8,4701, 1,16086036,398597,137252,2485800,2494200
2485920,104,6,25,8302, 83,16085932,400384,136927,2478660,2485200
2485140,101,2,8,5800, 129,16085828,397700,136611,2470800,2471640
2479920,107,6,26,6500, 89,16085883,399949,135100,2404800,2458800
2476800,102,2,8,5800, 129,16085839,397919,136402,2466000,2473200
2472600,103,6,8,4701, 1,16085821,398843,137425,2469780,2472060
2472000,105,6,9,6400, 127,16085761,398921,134092,2406600,2460300
2470440,106,6,27,7200, 131,16085800,399592,134459,734400,2466000
2462580,104,6,25,10600, 83,16085739,400332,137251,2422800,2423100
2449620,103,6,8,4701, 1,16085665,398597,137252,2397600,2448000
2443800,108,6,25,8002, 86,16085640,401605.88,136018.27,2426400,2428200
2435400,102,6,8,4701, 18,16085591,398187,137264,2420700,2429100
2425920,102,6,8,4702, 18,16085513,398186,137185,2420100,2424180
2411700,102,6,8,4701, 1,16085108,398477,137319,2379180,2388120
2409120,101,2,8,5800, 129,16085170,397700,136999,2386680,2390160
2402160,105,6,9,10200, 142,16085243,398469,134448,2376000,2394000
2401680,103,6,8,4702, 1,16085284,399078,136928,2391000,2392800
2401560,103,6,8,4702, 1,16085285,399078,136928,2398200,2398500
2398320,103,6,8,4701, 1,16085079,398597,137252,2376720,2382060
2396700,108,6,26,6900, 91,16085250,401135,135000,2388300,2389500
2396520,103,6,8,4701, 1,16085214,398857,137320,2393040,2395320
2394900,103,6,8,4702, 1,16085210,399078,136928,2389140,2394840
2390940,101,2,8,5800, 129,16085180,397497,136718,2387160,2387760
2389020,108,6,25,8001, 81,16085136,401378,136783,2380800,2382000
2388780,101,2,8,5800, 129,16085148,397430,136664,2385000,2385480
2362080,107,6,26,6600, 89,16084932,400231,135453,2332800,2347200
2339700,102,2,8,5900, 143,16084848,398508,136963,2335680,2335860
2337900,102,6,8,4702, 1,16084813,398532,137185,2327400,2333280
2337300,107,6,26,7000, 90,16084864,400436,135043,2247300,2247600
2333820,103,6,8,4701, 1,16084797,398597,137252,2329500,2331600
2327880,108,7,26,6804, 80,16084746,402061,135138,2320920,2321040
2327460,106,6,9,6400, 127,16084681,399211,133853,2305620,2319000
2321640,107,6,26,6900, 91,16084675,400846,134967,2317800,2318400
2320620,103,6,8,5900, 130,16084405,399214,136542,2033400,2034300
2311440,103,6,25,10600, 83,16084410,399351,137319,2292900,2295900
2311320,105,6,9,11000, 127,16084553,398747,134091,1965660,2134800
2311080,103,6,8,4702, 1,16084501,399078,136928,2302320,2303160
2309460,103,2,8,5900, 143,16084514,398683,136542,2305440,2307600
2308260,107,6,26,6900, 91,16084481,400846,134967,2302260,2304000
2296620,104,6,25,10600, 83,16084384,399756,137184,2278020,2278200
2291820,101,2,8,5800, 129,16084308,397834,136610,2278800,2286000
2284260,107,6,26,6500, 130,16084274,399760,134918,2278200,2281800
2265060,103,6,25,10600, 83,16084088,399351,137184,2241000,2248200
2255820,101,2,8,10100, 129,16084120,397328,137053,2253240,2254200
2255760,102,2,8,5800, 129,16084112,398185,136884,2251860,2252160
2254140,102,2,8,5800, 129,16083897,398098,136808,2224800,2226600
2249520,101,2,8,5800, 129,16084028,397831,137105,2244360,2244780
2245320,102,2,8,5800, 129,16084032,398098,136668,2242860,2245260
2244900,101,2,8,5800, 129,16084021,397831,137105,2233920,2244780
2243400,107,6,26,7000, 90,16084011,400435,134906,2233440,2238000
2241480,108,6,26,6700, 88,16083990,401013,135606,2221200,2224800
2239560,104,6,25,10600, 83,16083976,400233,137456,2235600,2235900
2237700,104,6,25,10600, 83,16083970,399996,137531,2217660,2217720
2220120,103,6,8,4702, 1,16083719,399078,136928,2212200,2219640
2220000,107,6,26,6500, 89,16083733,400232,135255,2213100,2214000
2210580,103,6,8,4701, 1,16083543,399213,137251,2021340,2022900
2210580,108,6,26,6802, 91,16083633,401606,134825,2201700,2202300
2208180,103,6,8,4701, 1,16083644,399213,137372,2200500,2201100
2205240,102,2,8,5800, 143,16083497,398315,137001,2156400,2183400
2193060,107,6,26,6900, 91,16083508,400846,134967,2119500,2119860
2192280,101,2,8,10100, 129,16082881,397227,136991,2088000,2091600
2159940,106,6,27,7200, 131,16083365,399421,134508,2142000,2151900
2158800,104,6,25,8402, 82,16083371,401135,136927,2152920,2154000
2157840,101,2,8,10100, 129,16083242,397329.19,137185.6,2142360,2144580
2154060,108,6,26,6900, 91,16083319,401257,135070,2144700,2146500
2151300,101,2,8,5800, 129,16083304,397497,136718,2124000,2125800
2149320,108,6,26,6700, 88,16083268,401135,135527,2142720,2149080
2149080,107,6,26,6500, 89,16083282,399886,135436,2145900,2146200
2146740,105,6,9,6400, 127,16083249,399076,133996,2143200,2143800
2145660,108,6,26,6801, 87,16083045,401480,135528,2592000,2129100
2144760,105,6,9,10200, 142,16082412,398185,135418,2019420,2048280
2142660,102,2,8,5800, 129,16083001,398099,136943,2120700,2129400
2139600,101,2,8,10100, 129,16083183,397227,136991,2088000,2099700
2137140,107,6,26,6600, 89,16083149,399995,135773,2131200,2134080
2134800,103,2,8,5900, 143,16083116,398683,136542,2130600,2131200
2132640,104,6,25,10600, 83,16083037,399756,137110,2091600,2132580
2124480,101,2,8,5800, 129,16082971,397654,136543,2118900,2119500
2123580,105,6,9,10500, 128,16082989,398809,134827,2112000,2112060
2122260,106,6,27,7200, 131,16082961,399489,134459,2116200,2121300
2120760,106,6,27,7200, 131,16082955,399622,134352,2116800,2117160
2117700,101,2,8,10100, 129,16082859,397227,136991,2088000,2091600
2113920,108,6,26,6801, 87,16401017,401605,135648,1755300,1755600
2105460,108,6,26,6900, 91,16082845,401418,135070,2066400,2100600
2081100,108,6,26,6801, 87,16082757,401480,135773,2075040,2081040
2065440,103,6,8,4702, 1,16082622,398640,137185,2049600,2059500
2064900,103,6,0,10600, 83,16082638,399213.66,137478.75,2030400,2053800
2063760,105,6,9,11000, 127,16081912,398373,134292,1959300,1965600
2061900,108,6,26,6801, 87,16082608,401668,135475,1976400,2060880
2061480,107,6,26,8200, 130,16082472,399822,135958,2037600,2047500
2060640,101,2,8,5800, 129,16082605,397497,136718,2057700,2058900
2055600,107,6,26,6600, 89,16082530,400331,135279,2052600,2055000
2054700,103,6,0,6202, 130,16082514,399272,136594,2021400,2050200
2051700,103,6,8,4701, 1,16082486,398887,137533,1967400,2051640
2050680,106,6,26,7000, 90,16082475,399886,134826,2041200,2047800
2050140,101,2,8,5800, 129,16082473,397429,136542,1846800,1848000
2049060,103,6,25,10600, 83,16082367,399351,137425,1789200,2041680
2046000,108,6,26,8002, 86,16082371,401092,136018,1958400,2019600
2040060,108,6,26,6801, 87,16082339,401897,135367,1813500,2034600
2037420,108,6,26,6900, 91,16082322,401257,135070,2034600,2035200
2033700,101,2,8,5800, 129,16082288,397497,136718,2030940,2034000
2032980,101,2,8,5800, 129,16082265,397700,136999,2026200,2032980
2027940,104,6,25,10600, 83,16082210,400384,137319,1985400,2019000
2025720,106,6,27,7200, 131,16082163,400589,134360,1938600,2013300
2025720,104,6,25,8301, 84,16082148,399823,136400,651600,2012400
1990320,106,6,27,7200, 131,16082014,399718,134294,1972800,1976400
1987200,106,6,27,7200, 131,16072772,400436,134449,701400,701580
1980840,103,6,8,4701, 1,16081982,398597,137252,1960200,1978800
1980780,103,6,8,4701, 1,16081975,398597,137252,1978380,1979700
1972680,103,6,8,4701, 1,16081861,399213,137251,1961520,1969620
1971000,102,2,8,5800, 143,16081895,398098,136401,151200,1965600
1970520,104,6,25,8402, 82,16081865,400735,136855,1961100,1961400
1969860,104,6,25,8301, 84,16081818,399950,136696,1956600,1960620
1966200,105,6,9,10200, 128,16081844,398680,134351,1961580,1962000
1964280,104,6,25,8302, 83,16081819,400233,136927,1959300,1960620
1959480,104,6,25,8301, 84,16081788,399996,136784,1879200,1954200
1953060,107,6,26,6600, 89,16081752,400331,135279,1950300,1951200
1949340,104,6,25,8302, 83,16081730,400332,136856,1870800,1938600
1931880,101,2,8,5800, 129,16079786,397700.46,136611.23,1688460,1694580
1918320,102,2,8,5800, 129,16081614,398009,137138,1899000,1915440
1910460,102,2,8,5800, 129,16081531,398186,137001,1893600,1904400
1908720,102,2,8,5800, 129,16081538,398186,137001,1893600,1904400
1905660,105,6,9,10200, 142,16081514,398374,135355,1942200,1944000
1903620,102,6,8,4701, 18,16081503,398273,137243,1890900,1900860
1903020,104,6,25,8302, 84,16081467,400233,136400,1897560,1898400
1900320,104,6,25,10600, 83,16081469,399756,137184,1891800,1899600
1898820,102,2,8,5800, 129,16081459,398272,136943,1897020,1898760
1887120,107,6,26,6600, 89,16081350,399886,135528,1879200,1882800
1887120,105,6,9,10200, 142,16081362,398469,134448,1873800,1874700
1884540,107,6,26,6600, 89,16081334,400042,135469,1879740,1879860
1883820,102,2,8,5800, 129,16081347,398009,136943,1873800,1881780
1865220,108,6,25,8002, 86,16080768,402062,136090,1802340,1805160
1864080,101,2,8,5800, 129,16081117,397964,137002,1859100,1859760
1860720,104,6,25,8302, 84,16081098,400212,136326,1360800,1857540
1859400,106,6,27,7200, 131,16081089,399421,134605,2487600,1854000
1850460,106,6,27,7200, 131,16081035,399622,134352,1847160,1847700
1841880,101,2,0,6202, 129,16081015,397496,136376,1825200,1836000
1836840,105,6,9,7200, 128,16081006,399210.55,134299.54,1835940,1836300
1836120,103,6,8,4701, 1,16081002,398597,137252,1827000,1832400
1835520,108,6,26,6700, 88,16080994,401369,135503,1829280,1829340
1832640,102,2,8,5800, 129,16080987,398098,137070,1805400,1809000
1832280,102,2,8,5900, 143,16080988,398476,136882,1827000,1828620
1830900,105,6,9,7200, 128,16080955,399210.55,134299.54,1824960,1826520
1817880,105,6,9,10200, 142,16080894,398065,134426,1017000,1418400
1815780,102,6,8,4701, 1,16080855,398477,137319,1811580,1812600
1800240,102,2,8,5800, 129,16080663,397963,136595,1792200,1792500
1797180,102,2,8,5800, 129,16080433,398098,136539,1769280,1775280
1796700,105,6,9,11000, 127,16080089,398423,134091,1425600,1670400
1792980,101,2,8,5800, 129,16080616,397835,136718,1763400,1791600
1786860,102,2,8,5800, 129,16080482,398098,136539,1766400,1778100
1782360,102,2,8,5800, 129,16080481,398273,136801,1773000,1778400
1777200,104,6,25,8302, 83,16080431,400233,136927,1771140,1772460
1771500,107,6,26,6900, 91,16080407,400846,134967,1771080,
1768320,107,6,26,6900, 91,16080369,400846,134967,1764900,1765200
1764240,104,6,25,8302, 83,16080328,400233,136927,1759200,1759680
1762260,105,6,9,10200, 142,16080325,398469,134448,1758180,1764000
1739460,106,6,26,7100, 91,16080237,400930,134605,1733280,
1735200,108,6,26,8002, 88,16080219,401013,135741,1730280,1730880
1734240,102,2,8,5800, 129,16080130,398098,136668,1720800,1720860
1727700,108,6,26,6801, 87,16080143,401542,135469,1718160,1718400
1723440,106,6,26,7100, 91,16080103,400846,134715,1714560,
1721760,105,6,9,7200, 128,16080111,399210.55,134299.54,1717500,1718100
1720260,101,2,8,5800, 129,16080093,397563,136414,1670400,1715220
1719600,108,6,26,7100, 91,16079917,401138,134783,1618200,1695600
1719240,105,6,9,10200, 142,16080025,398065,134426,1339200,1713840
1715940,104,6,25,8301, 83,16079857,399823,136856,320580,324000
1714620,104,6,25,8301, 84,16080037,399996,136609,1551600,1712700
1714320,107,6,26,7100, 91,16079929,400930,134891,1671000,1703400
1709520,105,6,9,10500, 128,16079953,398975,134605,1701000,1702800
1708920,107,6,26,7000, 90,16079946,400436,135043,1704600,1706400
1704480,102,6,8,4702, 18,16079915,398186,137185,1695600,1697400
1694640,107,6,25,8001, 81,16401000,400930,136654,1433100,1438200
1693680,108,6,26,6804, 87,16400995,401731,134967,2391000,2393400
1690800,108,6,25,8001, 81,16079768,401092,136609,1616400,1644300
1690080,101,2,8,5800, 129,16079759,397328,136474,1680720,1687200
1690080,108,6,26,6900, 87,16079760,401180,135402,1562400,1677600
1688460,106,6,27,7200, 131,16400986,399490,134352,2638200,132900
1688040,106,6,26,7100, 91,16400985,401138,134783,823200,823800
1686300,105,6,9,10200, 142,16079633,398469,134448,1669980,1670100
1680780,102,6,8,4702, 18,16079667,398186,137185,1677060,1678440
1680240,108,6,25,8001, 81,16079621,401014,136507,1659600,1670400
1668000,104,6,25,8302, 83,16079013,400233,136927,1589100,1593660
1665180,106,6,27,7200, 131,16079115,399352,134192,1600500,1603740
1645320,101,2,8,10100, 129,16079496,397497,137320,1623600,1639800
1639140,103,6,8,4701, 1,16079453,399058,137651,1624920,1632120
1634760,103,6,8,4701, 1,16079438,398730,137462,1629960,1634700
1626240,102,2,8,5800, 129,16079283,398098,136808,1615440,1616400
1620360,107,6,26,8002, 86,16079297,400948,135929,1616400,1616520
1614720,108,7,26,6804, 80,16079220,402316.69,135529.56,922500,930600
1605840,104,6,25,8410, 82,16079096,400735,136989,1598460,1598520
1605300,108,6,26,8002, 86,16079050,401543,135958,1334640,1596540
1603680,105,6,9,11000, 127,16079100,398576,134292,1593000,1599600
1595460,102,2,8,5800, 129,16078983,398010,136809,1580400,1584300
1589760,105,6,9,10200, 142,16078990,398469,134448,1585920,1586040
1582860,105,6,9,10200, 142,16078495,398374,135355,1512900,1512960
1578360,105,6,9,6400, 127,16078952,399075,134190,1576800,1578060
1568580,102,2,8,5800, 143,16078849,398357,136542,1526100,1547400
1560480,105,6,9,10200, 128,16078894,398591,134557,1539000,1553400
1550880,102,2,8,5800, 129,16078822,398054,136884,1540800,1542600
1543140,108,6,26,6802, 87,16078746,401745,135140,1339200,1541940
1542840,105,6,9,10200, 142,16078750,397868.29,135116.46,1411200,1440000
1541820,108,6,26,6801, 87,16078741,401897,135647,1539000,1539120
1541520,105,6,9,7200, 128,16078732,399210.55,134299.54,1537740,1537920
1539180,102,2,8,5800, 129,16077804,398099,136943,476940,1350840
1539060,105,6,9,6400, 127,16078710,398921,134092,1530000,1530300
1538400,101,2,8,5800, 129,16078607,397920,136943,1515600,1520100
1538160,105,6,9,6400, 127,16078705,399176,133905,1461600,1534500
1527840,106,6,26,6500, 130,16078570,399695,134938,1497600,1522800
1527780,106,6,26,7000, 90,16078490,400686,134825,1500600,1500660
1527180,108,6,26,6900, 91,16078497,401257,135070,1512000,1513800
1525500,101,2,8,5800, 129,16078557,397430,136664,1521000,1521300
1521660,108,6,26,8002, 86,16078500,401605,136018,1515600,1520100
1517700,105,6,0,10200, 142,16078463,398185,135525,1506300,1511100
1517100,107,6,26,6900, 91,16078462,400846,134967,1514700,1516200
1515840,101,2,8,5800, 129,16078405,397654,136801,1504140,1504320
1512060,102,2,8,5800, 143,16078407,398315,136884,1507020,1513200
1500840,107,6,26,6500, 89,16078340,399886,135436,1454400,1455300
1481100,103,2,8,5900, 143,16078271,398596,136399,1458000,1472400
1461360,108,6,26,6900, 91,16078148,401257,134913,1456020,1459260
1460100,103,6,0,6202, 130,16078167,399272,136594,2656800,2678340
1458600,103,2,8,5900, 143,16078039,398595,136801,1382400,1404000
1455060,106,6,27,7200, 131,16078116,399490,134352,1189800,1368900
1451100,103,6,8,4701, 1,16078038,398730,137462,1444440,1450800
1447020,107,6,26,7000, 90,16078018,399886,134962,1276200,1278000
1446720,105,6,9,10200, 142,16077965,398469,134448,1432800,1443600
1440780,107,6,26,6500, 89,16077949,400042,135229,1890000,1004400
1439820,104,6,25,8402, 82,16077916,400637,136696,1430100,1435500
1436760,102,6,8,4701, 18,16077888,398273,137243,1423800,1426500
1436580,107,6,25,8001, 81,16400977,400930,136609,1166400,1170000
